Price,No_of_reviews,Rating,Published_Year,Cover_type,Genre,Title,Author,Sales_Rank
19.99,1676.0,4.6,2011,5.0,1.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,35.0
13.91,3821.0,4.8,2011,2.0,0.0,"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,36.0
9.99,3567.0,4.5,2011,2.0,0.0,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Charlaine Harris,37.0
16.5,5803.0,4.5,2011,2.0,1.0,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,38.0
19.0,11507.0,4.5,2011,2.0,0.0,The Litigators,John Grisham,39.0
20.65,2172.0,4.4,2011,2.0,1.0,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,40.0
10.49,18068.0,4.8,2011,5.0,0.0,The Help,Kathryn Stockett,41.0
23.87,29732.0,4.6,2011,2.0,1.0,"Thinking, Fast and Slow",Daniel Kahneman,42.0
15.99,5284.0,4.4,2011,2.0,0.0,The Paris Wife: A Novel,Paula McLain,43.0
9.21,2727.0,4.7,2011,5.0,1.0,Radical: Taking Back Your Faith from the American Dream,David Platt,44.0
9.8,16418.0,4.7,2011,5.0,0.0,The Art of Racing in the Rain: A Novel,Garth Stein,45.0
22.99,860.0,4.5,2011,5.0,1.0,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,46.0
12.99,9950.0,4.5,2011,5.0,1.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,47.0
24.0,5331.0,4.7,2011,5.0,1.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Thomas Campbell,48.0
18.0,29389.0,4.8,2011,5.0,1.0,What to Expect When You're Expecting,Heidi Murkoff,49.0
18.89,8837.0,4.6,2011,2.0,0.0,The Best of Me,Nicholas Sparks,51.0
13.08,669.0,4.4,2011,2.0,1.0,Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy,Jacqueline Kennedy,52.0
9.49,15466.0,4.5,2011,5.0,0.0,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,53.0
25.41,1694.0,4.5,2011,2.0,1.0,The Greater Journey: Americans in Paris,David McCullough,54.0
16.99,3912.0,4.6,2011,2.0,1.0,Switch: How to Change Things When Change Is Hard,Chip Heath,55.0
11.99,1753.0,4.9,2011,2.0,0.0,Every Thing On It,Shel Silverstein,56.0
10.41,13221.0,4.5,2011,2.0,0.0,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,57.0
13.58,5965.0,4.5,2011,2.0,1.0,Moonwalking With Einstein: The Art and Science of Remembering Everything,Joshua Foer,58.0
6.79,18656.0,4.5,2011,5.0,0.0,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,59.0
13.78,18068.0,4.8,2011,2.0,0.0,The Help,Kathryn Stockett,60.0
21.99,4649.0,4.4,2011,2.0,0.0,1Q84: A novel,Haruki Murakami,61.0
13.81,1774.0,4.5,2011,2.0,1.0,Boomerang: Travels in the New Third World,Michael Lewis,62.0
16.13,16756.0,4.6,2011,2.0,0.0,Who Moved My Cheese,Spencer Johnson,63.0
15.64,2349.0,4.5,2011,2.0,1.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,64.0
17.36,1781.0,4.6,2011,5.0,1.0,Elder Scrolls V: Skyrim: Prima Official Game Guide,David Hodgson,65.0
12.06,19006.0,4.6,2011,5.0,1.0,The Glass Castle: A Memoir (book),Jeannette Walls,66.0
6.99,34536.0,4.7,2011,5.0,0.0,The Book Thief,Markus Zusak,67.0
13.39,18929.0,4.5,2011,2.0,1.0,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,68.0
8.48,42848.0,4.9,2011,2.0,0.0,"Oh, the Places You'll Go!",Dr. Seuss,69.0
8.93,1003.0,4.7,2011,2.0,1.0,Through My Eyes,Tim Tebow,70.0
22.79,6293.0,4.299999999999999,2011,2.0,0.0,The Land of Painted Caves: A Novel (Earth's Children),Jean M. Auel,71.0
14.52,865.0,4.5,2011,2.0,1.0,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",David Brooks,72.0
24.33,726.0,4.4,2011,5.0,1.0,A Guide to the Project Management Body of Knowledge,Project Management Institute,73.0
12.94,489.0,4.6,2011,2.0,1.0,Guinness World Records 2012,Guinness World Records,74.0
19.1,3966.0,4.299999999999999,2011,2.0,0.0,State of Wonder,Ann Patchett,75.0
11.59,4365.0,4.299999999999999,2011,5.0,0.0,A Visit from the Goon Squad,Jennifer Egan,76.0
16.2,5774.0,4.6,2011,5.0,1.0,"Prevent And Reverse Heart Disease: The Revolutionary, Scientifically Proven, Nutrition-Based Cure",Caldwell B. Esselstyn Jr.,77.0
27.862499999999997,70630.0,4.9,2011,5.0,0.0,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,78.0
14.99,4629.0,4.6,2011,2.0,0.0,Explosive Eighteen: A Stephanie Plum Novel (Stephanie Plum Novels),Janet Evanovich,79.0
15.98,11732.0,4.6,2011,5.0,1.0,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,80.0
16.97,3242.0,4.6,2011,2.0,1.0,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,81.0
14.53,11549.0,4.8,2011,2.0,0.0,"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,82.0
10.43,9750.0,4.5,2011,5.0,0.0,Room,Emma Donoghue,83.0
13.49,6239.0,4.6,2011,5.0,0.0,Hotel on the Corner of Bitter and Sweet,Jamie Ford,84.0
12.99,5732.0,4.4,2011,5.0,1.0,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,85.0
14.98,10429.0,4.5,2011,2.0,1.0,Emotional Intelligence 2.0,Travis Bradberry,86.0
15.71,22209.0,4.7,2011,5.0,1.0,Outliers: The Story of Success,Malcolm Gladwell,87.0
8.69,2800.0,4.5,2011,5.0,1.0,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,Gene Stone,88.0
11.12,10693.0,4.7,2011,5.0,0.0,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,89.0
20.25,1156.0,4.4,2011,5.0,1.0,"Hungry Girl 300 Under 300: 300 Breakfast, Lunch & Dinner Dishes Under 300 Calories",Lisa Lillien,90.0
25.0,3816.0,4.7,2011,5.0,0.0,The Alchemist,Paulo Coelho,91.0
24.95,4736.0,4.6,2011,5.0,1.0,Getting Things Done: The Art of Stress-Free Productivity,David Allen,92.0
13.03,2654.0,4.8,2011,2.0,0.0,The Invention of Hugo Cabret,Brian Selznick,93.0
17.89,776.0,4.299999999999999,2011,2.0,1.0,"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",Gallup,94.0
10.79,5489.0,4.5,2011,5.0,1.0,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,95.0
14.44,3762.0,4.6,2011,2.0,0.0,Smokin' Seventeen (Stephanie Plum),Janet Evanovich,96.0
20.61,22268.0,4.8,2011,2.0,2.0,"Moleskine Classic Notebook, Hard Cover, Large (5"" x 8.25"") Ruled/Lined, Black, 240 Pages",Moleskine Store,97.0
8.79,5893.0,4.7,2011,5.0,1.0,The Big Short: Inside the Doomsday Machine,Michael Lewis,98.0
9.99,11833.0,4.7,2011,5.0,1.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,99.0
27.862499999999997,303.0,4.4,2011,5.0,1.0,The Official Guide for GMAT Review,GMAC (Graduate Management Admission Council),100.0
13.99,60233.0,4.299999999999999,2012,5.0,0.0,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades Of Grey Series, 1)",E L James,1.0
13.99,32887.0,4.5,2012,5.0,0.0,Fifty Shades Darker,E L James,2.0
13.88,32375.0,4.5,2012,5.0,0.0,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",E L James,3.0
11.69,42770.0,4.7,2012,5.0,0.0,The Hunger Games (Book 1),Suzanne Collins,4.0
18.29,7082.0,4.299999999999999,2012,2.0,1.0,StrengthsFinder 2.0,Gallup,5.0
19.49,38220.0,4.6,2012,5.0,0.0,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,6.0
9.49,32459.0,4.7,2012,2.0,0.0,Catching Fire (The Hunger Games),Suzanne Collins,7.0
9.08,37034.0,4.6,2012,2.0,0.0,Mockingjay (The Hunger Games),Suzanne Collins,8.0
13.95,12521.0,4.7,2012,2.0,0.0,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,9.0
16.89,9676.0,4.6,2012,2.0,1.0,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,10.0
27.862499999999997,27185.0,4.8,2012,2.0,0.0,The Hunger Games Trilogy Boxed Set,Suzanne Collins,11.0
15.21,66978.0,4.299999999999999,2012,2.0,0.0,Gone Girl,Gillian Flynn,12.0
11.26,13958.0,4.8,2012,2.0,0.0,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,13.0
27.862499999999997,1526.0,4.4,2012,5.0,1.0,The Official SAT Study Guide,The College Board,14.0
27.862499999999997,6354.0,4.6,2012,3.0,0.0,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,15.0
17.68,10410.0,4.6,2012,2.0,1.0,Killing Kennedy: The End of Camelot,Bill O'Reilly,16.0
24.29,12674.0,4.5,2012,5.0,1.0,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,17.0
9.99,10849.0,4.7,2012,2.0,1.0,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,18.0
14.54,33629.0,4.8,2012,2.0,1.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,19.0
12.79,16915.0,4.4,2012,5.0,1.0,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,20.0
23.99,7012.0,4.7,2012,5.0,1.0,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,21.0
17.99,2346.0,4.8,2012,2.0,1.0,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,22.0
23.87,29732.0,4.6,2012,2.0,1.0,"Thinking, Fast and Slow",Daniel Kahneman,23.0
11.0,10955.0,4.299999999999999,2012,2.0,0.0,The Casual Vacancy,J.K. Rowling,24.0
9.49,19005.0,4.7,2012,5.0,0.0,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,25.0
19.19,22727.0,4.7,2012,2.0,1.0,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,26.0
17.33,12780.0,4.7,2012,2.0,1.0,Steve Jobs,Walter Isaacson,27.0
13.96,8638.0,4.4,2012,2.0,1.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,28.0
8.48,42848.0,4.9,2012,2.0,0.0,"Oh, the Places You'll Go!",Dr. Seuss,29.0
19.99,1676.0,4.6,2012,5.0,1.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,30.0
20.72,6269.0,4.6,2012,2.0,1.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,31.0
23.01,20015.0,4.6,2012,2.0,1.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,32.0
6.79,18656.0,4.5,2012,5.0,0.0,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,33.0
20.15,24614.0,4.4,2012,2.0,0.0,The Racketeer,John Grisham,34.0
13.95,2489.0,4.3,2012,2.0,1.0,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,35.0
14.48,20089.0,4.9,2012,2.0,0.0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,36.0
12.1,16936.0,4.7,2012,5.0,1.0,The Immortal Life of Henrietta Lacks,Rebecca Skloot,37.0
11.06,62087.0,4.7,2012,2.0,0.0,The Fault in Our Stars,John Green,38.0
12.58,4883.0,4.8,2012,2.0,0.0,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,39.0
17.12,4514.0,4.6,2012,2.0,1.0,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,40.0
18.24,23549.0,4.5,2012,2.0,1.0,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,41.0
13.98,18184.0,4.6,2012,2.0,0.0,Winter of the World: Book Two of the Century Trilogy,Ken Follett,42.0
13.32,4667.0,4.8,2012,2.0,1.0,The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,43.0
12.8,9887.0,4.5,2012,2.0,1.0,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,44.0
10.24,17368.0,4.7,2012,5.0,1.0,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,45.0
7.53,31196.0,4.9,2012,2.0,1.0,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,46.0
12.99,9950.0,4.5,2012,5.0,1.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,47.0
17.65,2922.0,4.6,2012,2.0,1.0,Thomas Jefferson: The Art of Power,Jon Meacham,48.0
16.5,5803.0,4.5,2012,2.0,1.0,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,49.0
9.6,2707.0,4.5,2012,2.0,1.0,The Amateur,Edward Klein,50.0
17.14,1834.0,4.7,2012,2.0,1.0,The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,Deb Perelman,51.0
18.0,29389.0,4.8,2012,5.0,1.0,What to Expect When You're Expecting,Heidi Murkoff,52.0
27.49,7562.0,4.8,2012,5.0,0.0,The Walking Dead: Compendium One,Robert Kirkman,53.0
18.46,1939.0,4.5,2012,2.0,1.0,The Signal and the Noise: Why So Many Predictions Fail-But Some Don't,Nate Silver,54.0
7.07,10687.0,4.5,2012,5.0,0.0,How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal) (Volume 2),The Oatmeal,55.0
24.31,17252.0,4.5,2012,2.0,0.0,A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,56.0
15.84,604.0,4.3,2012,2.0,1.0,America Again: Re-becoming the Greatness We Never Weren't,Stephen Colbert,57.0
5.52,887.0,4.5,2012,2.0,0.0,LEGO NINJAGO: Character Encyclopedia,DK Publishing,58.0
18.52,19371.0,4.6,2012,2.0,1.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,59.0
15.71,22209.0,4.7,2012,5.0,1.0,Outliers: The Story of Success,Malcolm Gladwell,60.0
22.99,860.0,4.5,2012,5.0,1.0,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,61.0
8.78,14707.0,4.4,2012,5.0,0.0,Bared to You,Sylvia Day,62.0
7.74,70630.0,4.7,2012,5.0,1.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,63.0
15.64,2349.0,4.5,2012,2.0,1.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,64.0
16.97,3104.0,4.3,2012,2.0,1.0,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,65.0
16.48,1920.0,4.7,2012,5.0,1.0,Crazy Love: Overwhelmed by a Relentless God,Francis Chan,66.0
14.35,20243.0,4.8,2012,2.0,0.0,Go the F**k to Sleep,Adam Mansbach,67.0
27.862499999999997,8622.0,4.5,2012,2.0,0.0,Bring Up the Bodies,Hilary Mantel,68.0
11.55,1281.0,4.6,2012,2.0,1.0,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great, 5)",Jim Collins,69.0
21.9,9950.0,4.5,2012,3.0,1.0,Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,Joel Fuhrman MD,70.0
17.0,12620.0,4.6,2012,5.0,0.0,"Reflected in You (Crossfire, Book 2)",Sylvia Day,71.0
16.13,16756.0,4.6,2012,2.0,0.0,Who Moved My Cheese,Spencer Johnson,72.0
6.99,34536.0,4.7,2012,5.0,0.0,The Book Thief,Markus Zusak,73.0
24.33,726.0,4.4,2012,5.0,1.0,A Guide to the Project Management Body of Knowledge,Project Management Institute,74.0
16.0,3845.0,4.3,2012,2.0,1.0,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,75.0
14.85,4372.0,4.5,2012,2.0,0.0,"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",Charlaine Harris,76.0
20.97,9891.0,4.7,2012,5.0,1.0,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,77.0
8.69,2800.0,4.5,2012,5.0,1.0,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,Gene Stone,78.0
15.79,11859.0,4.9,2012,2.0,1.0,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,79.0
14.76,8075.0,4.6,2012,2.0,0.0,Notorious Nineteen: A Stephanie Plum Novel,Janet Evanovich,80.0
19.87,2827.0,4.5,2012,2.0,1.0,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,81.0
11.99,5824.0,4.3,2012,5.0,0.0,Cloud Atlas,David Mitchell,82.0
25.0,3816.0,4.7,2012,5.0,0.0,The Alchemist,Paulo Coelho,83.0
22.6,42770.0,4.7,2012,2.0,0.0,The Hunger Games,Suzanne Collins,84.0
13.0,2022.0,4.6,2012,2.0,1.0,"Help, Thanks, Wow: The Three Essential Prayers",Anne Lamott,85.0
9.67,35698.0,4.8,2012,2.0,0.0,Wonder,R. J. Palacio,86.0
22.97,50.0,4.299999999999999,2012,2.0,1.0,"Stop Living In This Land, Go To The Everlasting World Of Happiness, Live There Forever",Woo Myung,87.0
9.29,4826.0,4.5,2012,5.0,1.0,"To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story",Mary C. Neal,88.0
9.79,13075.0,4.5,2012,5.0,1.0,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,89.0
12.55,32459.0,4.7,2012,5.0,0.0,Catching Fire (Hunger Games),Suzanne Collins,90.0
19.81,13061.0,4.8,2012,2.0,0.0,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,91.0
4.89,11127.0,4.8,2012,2.0,0.0,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Jeff Kinney,92.0
15.98,11732.0,4.6,2012,5.0,1.0,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,93.0
26.43,1511.0,4.8,2012,2.0,1.0,The Passage of Power: The Years of Lyndon Johnson,Robert A. Caro,94.0
14.52,5477.0,4.8,2012,2.0,1.0,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Ree Drummond,95.0
23.95,153.0,4.6,2012,2.0,1.0,"Divine Healing Hands: Experience Divine Power to Heal You, Animals, and Nature, and to Transform All Life (Soul Power)",Zhi Gang Sha Dr.,96.0
24.0,5331.0,4.7,2012,5.0,1.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Thomas Campbell,97.0
13.757117327117326,25827.71250971251,4.650893550893551,2012,2.0,2.0,Missing,Missing,50.246309246309245
20.26,6212.0,4.8,2012,2.0,1.0,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,Timothy Keller,99.0
5.49,8573.0,4.7,2012,5.0,1.0,Night (Night),Elie Wiesel,100.0
18.29,7082.0,4.299999999999999,2013,2.0,1.0,StrengthsFinder 2.0,Gallup,1.0
16.2,8182.0,4.5,2013,2.0,1.0,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,2.0
13.85,12470.0,4.8,2013,2.0,0.0,"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,3.0
10.25,9349.0,4.9,2013,2.0,0.0,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.0
7.53,31196.0,4.9,2013,2.0,1.0,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,5.0
13.59,35546.0,4.299999999999999,2013,2.0,0.0,Inferno,Dan Brown,6.0
12.2,15237.0,4.8,2013,2.0,0.0,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,7.0
11.87,7789.0,4.7,2013,2.0,1.0,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,8.0
6.79,18656.0,4.5,2013,5.0,0.0,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,9.0
18.44,13007.0,4.5,2013,2.0,1.0,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,10.0
12.79,16915.0,4.4,2013,5.0,1.0,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,11.0
27.862499999999997,12114.0,4.7,2013,5.0,1.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,12.0
27.862499999999997,1526.0,4.4,2013,5.0,1.0,The Official SAT Study Guide,The College Board,13.0
11.06,62087.0,4.7,2013,2.0,0.0,The Fault in Our Stars,John Green,14.0
6.99,34536.0,4.7,2013,5.0,0.0,The Book Thief,Markus Zusak,15.0
9.67,35698.0,4.8,2013,2.0,0.0,Wonder,R. J. Palacio,16.0
23.99,7012.0,4.7,2013,5.0,1.0,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,17.0
24.29,12674.0,4.5,2013,5.0,1.0,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,18.0
8.0,9701.0,4.7,2013,5.0,0.0,Divergent,Veronica Roth,19.0
4.99,10751.0,4.6,2013,5.0,1.0,Laugh-Out-Loud Jokes for Kids,Rob Elliott,20.0
8.48,42848.0,4.9,2013,2.0,0.0,"Oh, the Places You'll Go!Â Â ",Dr. Seuss,21.0
16.6,7251.0,4.5,2013,2.0,1.0,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,22.0
27.862499999999997,6354.0,4.6,2013,3.0,0.0,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,23.0
12.04,24591.0,4.299999999999999,2013,2.0,0.0,Allegiant,Veronica Roth,24.0
12.33,17303.0,4.4,2013,2.0,0.0,And the Mountains Echoed,Khaled Hosseini,25.0
15.38,5377.0,4.8,2013,2.0,1.0,Humans of New York,Brandon Stanton,26.0
27.862499999999997,9588.0,4.9,2013,2.0,0.0,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,27.0
16.0,23805.0,4.7,2013,2.0,0.0,Doctor Sleep: A Novel,Stephen King,28.0
4.44,5687.0,4.5,2013,5.0,0.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Rob Elliott,29.0
22.33,42846.0,4.299999999999999,2013,2.0,0.0,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,30.0
7.74,70630.0,4.7,2013,5.0,1.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,31.0
15.21,66978.0,4.299999999999999,2013,2.0,0.0,Gone Girl,Gillian Flynn,32.0
17.2,6506.0,4.7,2013,2.0,1.0,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,33.0
13.47,20015.0,4.6,2013,5.0,1.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,34.0
14.48,20089.0,4.9,2013,2.0,0.0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,35.0
14.61,36455.0,4.6,2013,2.0,0.0,Sycamore Row (Jake Brigance),John Grisham,36.0
13.96,8638.0,4.4,2013,2.0,1.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,37.0
14.39,4883.0,4.8,2013,2.0,1.0,"The Pioneer Woman Cooksâ€•A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,38.0
9.19,19898.0,4.8,2013,2.0,0.0,The Day the Crayons Quit,Drew Daywalt,39.0
13.15,4798.0,4.8,2013,2.0,1.0,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,40.0
4.93,54008.0,4.9,2013,0.0,0.0,The Very Hungry Caterpillar,Eric Carle,41.0
12.9,2913.0,4.8,2013,2.0,1.0,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,42.0
19.99,1676.0,4.6,2013,5.0,1.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,43.0
9.66,10723.0,4.6,2013,5.0,0.0,Joyland (Hard Case Crime),Stephen King,44.0
13.99,60233.0,4.299999999999999,2013,5.0,0.0,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades Of Grey Series, 1)",E L James,45.0
15.29,278.0,4.6,2013,2.0,1.0,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,46.0
15.95,3106.0,4.299999999999999,2013,2.0,1.0,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,47.0
12.27,7980.0,4.7,2013,5.0,1.0,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,48.0
17.36,68841.0,4.8,2013,3.0,0.0,To Kill a Mockingbird,Harper Lee,49.0
20.72,6296.0,4.6,2013,2.0,1.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,50.0
14.54,33629.0,4.8,2013,2.0,1.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,51.0
21.5,18398.0,4.6,2013,3.0,0.0,Ender's Game (The Ender Quintet),Orson Scott Card,52.0
6.92,29674.0,4.7,2013,5.0,1.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,53.0
16.68,27919.0,4.299999999999999,2013,2.0,0.0,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)",Robert Galbraith,54.0
18.0,29389.0,4.8,2013,5.0,1.0,What to Expect When You're Expecting,Heidi Murkoff,55.0
10.61,3826.0,4.8,2013,5.0,1.0,America the Beautiful: Rediscovering What Made This Nation Great,Ben Carson  M.D.,56.0
17.36,4052.0,4.8,2013,2.0,1.0,The Liberty Amendments: Restoring the American Republic,Mark R. Levin,57.0
16.5,7011.0,4.4,2013,2.0,1.0,ZEALOT: The Life and Times of Jesus of Nazareth,Reza Aslan,58.0
11.8,19881.0,4.8,2013,2.0,0.0,The One and Only Ivan,Katherine Applegate,59.0
