Price,No_of_reviews,Rating,Published_Year,Cover_type,Genre,Title,Author,Sales_Rank
16.5,5803.0,4.5,2013,2.0,1.0,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,60.0
8.24,2029.0,4.7,2013,2.0,1.0,SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,Si Robertson,61.0
24.78,1418.0,4.4,2013,2.0,1.0,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great",Gwyneth Paltrow,62.0
15.71,22209.0,4.7,2013,5.0,1.0,Outliers: The Story of Success,Malcolm Gladwell,63.0
19.39,5149.0,4.8,2013,2.0,1.0,Jerusalem: A Cookbook,Yotam Ottolenghi,64.0
27.862499999999997,1483.0,4.7,2013,2.0,1.0,"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal",Kelly Starrett,65.0
9.64,7763.0,4.6,2013,2.0,1.0,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,66.0
8.99,16845.0,4.6,2013,5.0,0.0,Looking for Alaska,John Green,67.0
13.71,9853.0,4.6,2013,2.0,1.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,68.0
4.98,53161.0,4.9,2013,5.0,0.0,Love You Forever,Robert Munsch,69.0
12.69,23935.0,4.7,2013,5.0,0.0,The Perks of Being a Wallflower,Stephen Chbosky,70.0
14.5,4391.0,4.6,2013,5.0,1.0,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,Diane Sanfilippo,71.0
19.49,38220.0,4.6,2013,5.0,0.0,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,72.0
13.32,11176.0,4.3,2013,2.0,1.0,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting",Dr Dr Michael Mosley,73.0
15.79,11859.0,4.9,2013,2.0,1.0,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,74.0
15.99,19457.0,4.6,2013,2.0,0.0,Divergent / Insurgent,Veronica Roth,75.0
10.5,70630.0,4.7,2013,5.0,1.0,How to Win Friends & Influence People,Dale Carnegie,76.0
22.07,2638.0,4.6,2013,2.0,1.0,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,77.0
11.69,42770.0,4.7,2013,5.0,0.0,The Hunger Games (Book 1),Suzanne Collins,78.0
9.2,1003.0,4.299999999999999,2013,5.0,1.0,ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,Nick J. Tate,79.0
9.49,19005.0,4.7,2013,5.0,0.0,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,80.0
12.1,16936.0,4.7,2013,5.0,1.0,The Immortal Life of Henrietta Lacks,Rebecca Skloot,81.0
5.49,8573.0,4.7,2013,5.0,1.0,Night (Night),Elie Wiesel,82.0
13.99,32887.0,4.5,2013,5.0,0.0,Fifty Shades Darker,E L James,83.0
12.99,9950.0,4.5,2013,5.0,1.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,84.0
9.79,13075.0,4.5,2013,5.0,1.0,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,85.0
13.88,32375.0,4.5,2013,5.0,0.0,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",E L James,86.0
25.0,3816.0,4.7,2013,5.0,0.0,The Alchemist,Paulo Coelho,87.0
8.99,30925.0,4.5,2013,3.0,0.0,The Catcher in the Rye,J.D. Salinger,88.0
8.55,13911.0,4.6,2013,5.0,1.0,Mindset: The New Psychology of Success,Carol S. Dweck,89.0
19.59,2277.0,4.4,2013,2.0,1.0,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,90.0
27.862499999999997,4558.0,4.299999999999999,2013,6.0,1.0,MyMathLab: Student Access Kit,Hall H Pearson Education,91.0
9.48,24552.0,4.8,2013,5.0,1.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,92.0
19.19,22727.0,4.7,2013,2.0,1.0,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,93.0
16.39,7514.0,4.7,2013,2.0,1.0,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,94.0
15.64,2349.0,4.5,2013,2.0,1.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,95.0
9.87,463.0,4.3,2013,5.0,1.0,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,Kaplan,96.0
16.25,13380.0,4.7,2013,2.0,0.0,The Longest Ride,Nicholas Sparks,97.0
15.59,3901.0,4.4,2013,2.0,1.0,Life Code: The New Rules for Winning in the Real World,Phil McGraw,98.0
12.8,9887.0,4.5,2013,2.0,1.0,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,99.0
19.81,13061.0,4.8,2013,2.0,0.0,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,100.0
18.29,7082.0,4.299999999999999,2014,2.0,1.0,StrengthsFinder 2.0,Gallup,1.0
5.91,7183.0,4.8,2014,2.0,0.0,Frozen (Little Golden Book),RH Disney,2.0
4.99,10751.0,4.6,2014,5.0,1.0,Laugh-Out-Loud Jokes for Kids,Rob Elliott,3.0
6.1,62089.0,4.7,2014,5.0,0.0,The Fault in Our Stars,John Green,4.0
11.99,13520.0,4.8,2014,2.0,0.0,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,5.0
13.3,18840.0,4.7,2014,2.0,1.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,6.0
11.49,15170.0,4.8,2014,2.0,0.0,"The Blood of Olympus (The Heroes of Olympus, 5)",Rick Riordan,7.0
7.53,31196.0,4.9,2014,2.0,1.0,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,8.0
12.79,33629.0,4.8,2014,5.0,1.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,9.0
6.99,4838.0,4.6,2014,5.0,0.0,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,10.0
9.19,19898.0,4.8,2014,2.0,0.0,The Day the Crayons Quit,Drew Daywalt,11.0
8.0,9701.0,4.7,2014,5.0,0.0,Divergent,Veronica Roth,12.0
11.06,62089.0,4.7,2014,2.0,0.0,The Fault in Our Stars,John Green,13.0
8.48,42848.0,4.9,2014,2.0,0.0,"Oh, the Places You'll Go!",Dr. Seuss,14.0
17.36,68841.0,4.8,2014,3.0,0.0,To Kill a Mockingbird,Harper Lee,15.0
15.99,66978.0,4.299999999999999,2014,5.0,0.0,Gone Girl,Gillian Flynn,16.0
6.99,34536.0,4.7,2014,5.0,0.0,The Book Thief,Markus Zusak,17.0
27.862499999999997,1526.0,4.4,2014,5.0,1.0,The Official SAT Study Guide,The College Board,18.0
15.38,5377.0,4.8,2014,2.0,1.0,Humans of New York,Brandon Stanton,19.0
22.33,42846.0,4.299999999999999,2014,2.0,0.0,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,20.0
27.862499999999997,12114.0,4.7,2014,5.0,1.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,21.0
9.67,35698.0,4.8,2014,2.0,0.0,Wonder,R. J. Palacio,22.0
9.9,16882.0,4.8,2014,2.0,0.0,The Book with No Pictures,B. J. Novak,23.0
9.99,5033.0,4.9,2014,2.0,0.0,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,24.0
23.99,7012.0,4.7,2014,5.0,1.0,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,25.0
4.44,5687.0,4.5,2014,5.0,0.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Rob Elliott,26.0
8.15,1094.0,4.6,2014,5.0,0.0,JOURNEY TO THE ICE P,RH Disney,27.0
24.29,12674.0,4.5,2014,5.0,1.0,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,28.0
9.99,1958.0,4.9,2014,0.0,0.0,Little Blue Truck,Alice Schertle,29.0
17.4,2226.0,4.6,2014,2.0,1.0,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,30.0
4.78,35236.0,4.7,2014,0.0,1.0,First 100 Words: A Padded Board Book,Roger Priddy,31.0
9.99,9994.0,4.4,2014,5.0,0.0,If I Stay,Gayle Forman,32.0
25.64,33321.0,4.7,2014,3.0,0.0,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,33.0
15.99,19457.0,4.6,2014,2.0,0.0,Divergent / Insurgent,Veronica Roth,34.0
19.38,4573.0,4.5,2014,2.0,1.0,Capital in the Twenty First Century,Thomas Piketty,35.0
11.78,25199.0,4.6,2014,5.0,0.0,Orphan Train,Christina Baker Kline,36.0
8.55,13911.0,4.6,2014,5.0,1.0,Mindset: The New Psychology of Success,Carol S. Dweck,37.0
10.5,70630.0,4.7,2014,5.0,1.0,How to Win Friends & Influence People,Dale Carnegie,38.0
4.93,54008.0,4.9,2014,0.0,0.0,The Very Hungry Caterpillar,Eric Carle,39.0
18.98,67291.0,4.6,2014,2.0,0.0,All the Light We Cannot See,Anthony Doerr,40.0
9.64,7763.0,4.6,2014,2.0,1.0,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,41.0
14.54,33629.0,4.8,2014,2.0,1.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,42.0
25.99,14418.0,4.6,2014,2.0,1.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,43.0
25.0,3816.0,4.7,2014,5.0,0.0,The Alchemist,Paulo Coelho,44.0
8.99,16845.0,4.6,2014,5.0,0.0,Looking for Alaska,John Green,45.0
6.79,18656.0,4.5,2014,5.0,0.0,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,46.0
14.03,31128.0,4.8,2014,5.0,1.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,47.0
4.98,53161.0,4.9,2014,5.0,0.0,Love You Forever,Robert Munsch,48.0
9.57,15611.0,4.6,2014,5.0,0.0,The Maze Runner (Book 1),James Dashner,49.0
12.04,24591.0,4.299999999999999,2014,2.0,0.0,Allegiant,Veronica Roth,51.0
15.99,5531.0,4.3,2014,2.0,1.0,Yes Please,Amy Poehler,52.0
20.72,6269.0,4.6,2014,2.0,1.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,53.0
7.74,70630.0,4.7,2014,5.0,1.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,54.0
17.99,9187.0,4.7,2014,5.0,1.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,55.0
9.98,2722.0,4.7,2014,2.0,1.0,41: A Portrait of My Father,George W. Bush,56.0
27.862499999999997,1410.0,4.8,2014,2.0,0.0,Minecraft: The Complete Handbook Collection,Stephanie Milton,57.0
4.99,1123.0,4.6,2014,5.0,0.0,Frozen: A Tale of Two Sisters,Melissa Lagonegro,58.0
10.25,9349.0,4.9,2014,2.0,0.0,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,59.0
6.92,29674.0,4.7,2014,5.0,1.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,60.0
27.862499999999997,3064.0,4.7,2014,2.0,0.0,Divergent / Insurgent / Allegiant,Veronica Roth,61.0
10.24,17368.0,4.7,2014,5.0,1.0,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,62.0
16.73,6241.0,4.6,2014,2.0,1.0,Flash Boys,Michael Lewis,63.0
9.99,4504.0,4.9,2014,2.0,0.0,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,Rush Limbaugh,64.0
5.0,26368.0,4.8,2014,0.0,0.0,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,65.0
3.97,15393.0,4.8,2014,0.0,0.0,The Going-To-Bed Book,Sandra Boynton,66.0
27.862499999999997,7640.0,4.8,2014,2.0,0.0,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R. R. Martin,67.0
10.71,804.0,4.4,2014,5.0,1.0,The Real ACT Prep Guide,ACT,68.0
16.21,28293.0,4.299999999999999,2014,2.0,0.0,Gray Mountain: A Novel,John Grisham,69.0
18.0,29389.0,4.8,2014,5.0,1.0,What to Expect When You're Expecting,Heidi Murkoff,70.0
15.79,11859.0,4.9,2014,2.0,1.0,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,71.0
16.2,8182.0,4.5,2014,2.0,1.0,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,72.0
19.3,19656.0,4.7,2014,2.0,0.0,The Invention of Wings,Sue Monk Kidd,73.0
5.99,31815.0,4.6,2014,3.0,0.0,Lord of the Flies,William Golding,74.0
5.49,8573.0,4.7,2014,5.0,1.0,Night (Night),Elie Wiesel,75.0
8.99,30926.0,4.5,2014,3.0,0.0,The Catcher in the Rye,J.D. Salinger,76.0
15.29,278.0,4.6,2014,2.0,1.0,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,77.0
9.48,24552.0,4.8,2014,5.0,1.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,78.0
17.69,8256.0,4.7,2014,2.0,1.0,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",Gina Homolka,79.0
8.29,34955.0,4.6,2014,5.0,0.0,Fahrenheit 451,Ray Bradbury,80.0
14.48,20089.0,4.9,2014,2.0,0.0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,81.0
7.68,10316.0,4.4,2014,5.0,0.0,Paper Towns,John Green,82.0
7.5,6281.0,4.6,2014,5.0,1.0,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,83.0
7.48,70630.0,4.7,2014,3.0,0.0,1984,George Orwell,84.0
9.49,30584.0,4.8,2014,5.0,0.0,The Outsiders,S. E. Hinton,85.0
14.86,10710.0,4.6,2014,2.0,1.0,MONEY Master the Game: 7 Simple Steps to Financial Freedom,Tony Robbins,86.0
5.36,24815.0,4.9,2014,0.0,0.0,Goodnight Moon,Margaret Wise Brown,87.0
13.47,20015.0,4.6,2014,5.0,1.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,88.0
23.3,11359.0,4.3,2014,2.0,0.0,Revival: A Novel,Stephen King,89.0
6.9,28447.0,4.8,2014,0.0,0.0,Giraffes Can't Dance,Giles Andreae,90.0
18.23,842.0,4.7,2014,2.0,0.0,Minecraft: Redstone Handbook: An Official Mojang Book,Scholastic,91.0
9.99,25434.0,4.7,2014,3.0,0.0,Of Mice and Men,John Steinbeck,92.0
25.75,32825.0,4.7,2014,5.0,1.0,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,JJ Smith,93.0
20.97,9891.0,4.7,2014,5.0,1.0,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,94.0
3.99,734.0,4.6,2014,5.0,0.0,A Day in the Sun (Disney Frozen) (Pictureback(R)),Frank Berrios,95.0
17.1,26262.0,4.7,2014,3.0,0.0,The Giver (Giver Quartet),Lois Lowry,96.0
4.59,33598.0,4.9,2014,0.0,0.0,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,97.0
20.0,3350.0,4.7,2014,5.0,1.0,Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,Danielle Walker,98.0
18.68,867.0,4.7,2014,2.0,0.0,Minecraft: Essential Handbook,Stephanie Milton,99.0
16.5,5803.0,4.5,2014,2.0,1.0,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,100.0
4.78,35236.0,4.7,2015,0.0,1.0,First 100 Words: A Padded Board Book,Roger Priddy,1.0
8.32,28111.0,4.5,2015,2.0,1.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,2.0
4.99,10751.0,4.6,2015,5.0,1.0,Laugh-Out-Loud Jokes for Kids,Rob Elliott,3.0
9.99,15022.0,4.7,2015,5.0,1.0,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,4.0
18.29,7082.0,4.299999999999999,2015,2.0,1.0,StrengthsFinder 2.0,Gallup,5.0
15.83,18592.0,4.299999999999999,2015,2.0,0.0,Go Set a Watchman: A Novel,Harper Lee,6.0
12.15,8106.0,4.7,2015,5.0,1.0,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",Johanna Basford,7.0
18.98,67291.0,4.6,2015,2.0,0.0,All the Light We Cannot See,Anthony Doerr,8.0
14.24,70630.0,4.299999999999999,2015,2.0,0.0,The Girl on the Train,Paula Hawkins,9.0
6.91,4253.0,4.5,2015,5.0,1.0,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,10.0
8.78,14243.0,4.8,2015,2.0,0.0,Diary of a Wimpy Kid #10: Old School,Jeff Kinney,11.0
17.36,68842.0,4.8,2015,3.0,0.0,To Kill a Mockingbird,Harper Lee,12.0
7.99,3924.0,4.6,2015,5.0,1.0,Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,13.0
8.49,3138.0,4.5,2015,5.0,1.0,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,14.0
16.12,5061.0,4.9,2015,2.0,1.0,Humans of New York : Stories,Brandon Stanton,15.0
10.41,51405.0,4.7,2015,5.0,0.0,The Martian,Andy Weir,16.0
8.48,42848.0,4.9,2015,2.0,0.0,"Oh, the Places You'll Go!Â Â ",Dr. Seuss,17.0
4.44,5687.0,4.5,2015,5.0,0.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Rob Elliott,18.0
5.0,26368.0,4.8,2015,0.0,0.0,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,19.0
9.19,19898.0,4.8,2015,2.0,0.0,The Day the Crayons Quit,Drew Daywalt,20.0
14.03,31128.0,4.8,2015,5.0,1.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,21.0
7.53,31196.0,4.9,2015,2.0,1.0,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,22.0
8.55,13911.0,4.6,2015,5.0,1.0,Mindset: The New Psychology of Success,Carol S. Dweck,23.0
12.76,37799.0,4.5,2015,5.0,0.0,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",E L James,24.0
5.99,5114.0,4.8,2015,5.0,1.0,Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,25.0
10.5,70630.0,4.7,2015,5.0,1.0,How to Win Friends & Influence People,Dale Carnegie,26.0
7.57,69866.0,4.8,2015,5.0,1.0,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,27.0
11.95,2270.0,4.6,2015,5.0,1.0,Balance (Angie's  Extreme Stress Menders),Angie Grace,28.0
5.38,5205.0,4.7,2015,5.0,1.0,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,29.0
25.99,14418.0,4.6,2015,2.0,1.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,30.0
6.9,28447.0,4.8,2015,0.0,0.0,Giraffes Can't Dance,Giles Andreae,31.0
9.67,35698.0,4.8,2015,2.0,0.0,Wonder,R. J. Palacio,32.0
17.99,9187.0,4.7,2015,5.0,1.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,33.0
7.74,70630.0,4.7,2015,5.0,1.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,34.0
16.0,19284.0,4.8,2015,2.0,1.0,Being Mortal: Medicine and What Matters in the End,Atul Gawande,35.0
4.98,53161.0,4.9,2015,5.0,0.0,Love You Forever,Robert Munsch,36.0
4.93,54008.0,4.9,2015,0.0,0.0,The Very Hungry Caterpillar,Eric Carle,37.0
24.29,12674.0,4.5,2015,5.0,1.0,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,38.0
12.92,20038.0,4.7,2015,2.0,1.0,Between the World and Me,Ta-Nehisi Coates,39.0
5.67,10680.0,4.7,2015,0.0,1.0,Baby Touch and Feel: Animals,DK,40.0
9.9,16882.0,4.8,2015,2.0,0.0,The Book with No Pictures,B. J. Novak,41.0
14.5,7924.0,4.7,2015,2.0,1.0,The Wright Brothers,David McCullough,42.0
5.38,2601.0,4.6,2015,5.0,1.0,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,43.0
16.26,70630.0,4.8,2015,2.0,0.0,The Nightingale: A Novel,Kristin Hannah,44.0
14.44,8083.0,4.8,2015,2.0,1.0,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper",Ree Drummond,45.0
8.73,6169.0,4.8,2015,2.0,0.0,What Pet Should I Get? (Classic Seuss),Dr. Seuss,46.0
19.39,6646.0,4.7,2015,2.0,1.0,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,47.0
14.39,10136.0,4.8,2015,5.0,1.0,Harry Potter Coloring Book,Scholastic,48.0
9.99,19371.0,4.6,2015,5.0,1.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,49.0
14.68,15554.0,4.6,2015,2.0,1.0,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,50.0
5.71,12855.0,4.7,2015,5.0,0.0,Diary of a Minecraft Zombie Book 1: A Scare of A Dare,Zack Zombie,51.0
6.79,18656.0,4.5,2015,5.0,0.0,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,52.0
14.95,8066.0,4.7,2015,5.0,1.0,Lost Ocean: An Inky Adventure and Coloring Book for Adults,Johanna Basford,53.0
20.72,6296.0,4.6,2015,2.0,1.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,54.0
27.862499999999997,1526.0,4.4,2015,5.0,1.0,The Official SAT Study Guide,The College Board,55.0
9.05,32825.0,4.7,2015,5.0,1.0,10-Day Green Smoothie Cleanse,JJ Smith,56.0
6.92,29674.0,4.7,2015,5.0,1.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,57.0
4.59,33598.0,4.9,2015,0.0,0.0,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,58.0
13.64,5389.0,4.9,2015,2.0,0.0,The Day the Crayons Came Home,Drew Daywalt,59.0
13.3,18840.0,4.7,2015,2.0,1.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,60.0
7.68,10316.0,4.4,2015,5.0,0.0,Paper Towns,John Green,61.0
12.79,33629.0,4.8,2015,5.0,1.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,62.0
12.0,3094.0,4.299999999999999,2015,2.0,1.0,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),Laurence J. Kotlikoff,63.0
11.46,7465.0,4.7,2015,2.0,0.0,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)",Rick Riordan,64.0
8.95,15753.0,4.8,2015,2.0,0.0,Dragons Love Tacos,Adam Rubin,65.0
8.29,34955.0,4.6,2015,5.0,0.0,Fahrenheit 451,Ray Bradbury,66.0
9.48,24552.0,4.8,2015,5.0,1.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,67.0
7.99,12933.0,4.7,2015,0.0,0.0,Potty (Leslie Patricelli board books),Leslie Patricelli,68.0
22.49,3834.0,4.6,2015,2.0,1.0,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,69.0
19.71,11006.0,4.6,2015,2.0,1.0,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,70.0
3.97,15393.0,4.8,2015,0.0,0.0,The Going-To-Bed Book,Sandra Boynton,71.0
12.88,3754.0,4.4,2015,5.0,1.0,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",Ali Maffucci,72.0
3.99,2944.0,4.5,2015,5.0,1.0,Mystical Mandala Coloring Book (Dover Mandala Coloring Books),Alberta Hutchinson,73.0
27.862499999999997,12114.0,4.7,2015,5.0,1.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,74.0
6.99,4838.0,4.6,2015,5.0,0.0,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,75.0
12.74,8313.0,4.299999999999999,2015,2.0,1.0,The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,Phil McGraw,76.0
5.49,8573.0,4.7,2015,5.0,1.0,Night (Night),Elie Wiesel,77.0
18.0,29389.0,4.8,2015,5.0,1.0,What to Expect When You're Expecting,Heidi Murkoff,78.0
15.79,11859.0,4.9,2015,2.0,1.0,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,79.0
12.99,3074.0,4.4,2015,2.0,1.0,The Road to Character,David Brooks,80.0
4.98,12738.0,4.8,2015,0.0,1.0,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,81.0
13.29,70630.0,4.7,2015,5.0,0.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,82.0
13.95,5890.0,4.8,2015,0.0,0.0,Guess How Much I Love You,Sam McBratney,83.0
9.99,1797.0,4.7,2015,5.0,1.0,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",Valentina Harper,84.0
9.99,1958.0,4.9,2015,0.0,0.0,Little Blue Truck,Alice Schertle,85.0
9.49,30584.0,4.8,2015,5.0,0.0,The Outsiders,S. E. Hinton,86.0
11.29,29732.0,4.6,2015,5.0,1.0,"Thinking, Fast and Slow",Daniel Kahneman,87.0
7.5,6281.0,4.6,2015,5.0,1.0,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,88.0
7.48,70630.0,4.7,2015,3.0,0.0,George Orwell,George Orwell,89.0
20.97,9891.0,4.7,2015,5.0,1.0,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,90.0
14.98,10429.0,4.5,2015,2.0,0.0,Emotional Intelligence 2.0,Travis Bradberry,91.0
